baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
SPU_020058	23.8695445246057	0.91637007180471	0.434074493498557	2.11108942250659	0.0347646264335045	0.16987385594379
SPU_020071	11.108680476666	6.10404175255677	1.31089591139238	4.65638934373767	3.21803112528331e-06	0.000137463315741077
SPU_006065	7.05101640128306	0.545043081677786	0.872473213859649	0.624710389980482	0.532161152707396	0.796259411673308
SPU_020070	457.035500671413	0.161748653051854	0.127040372530667	1.27320669665707	0.202944704885546	0.504274478471134
SPU_008827	38.736491817251	0.0907664300489367	0.367412631124856	0.247042214556015	0.804875553851691	0.934317950546487
SPU_008828	222.670962584095	0.0402580740108391	0.162700201406303	0.247437149203674	0.804569926910011	0.934181460836167
SPU_020059	4.4687682493998	1.26155799921615	1.09611224861224	1.15093869338051	0.249757457910187	0.563762136993825
SPU_020060	53.6468135837582	-0.523818631152311	0.297336946571609	-1.76170044520908	0.0781199226010365	0.289299388908693
ENSRNA022746532	0	NA	NA	NA	NA	NA
SPU_021329	0	NA	NA	NA	NA	NA
ENSRNA022746528	0	NA	NA	NA	NA	NA
SPU_020061	227.225306149434	0.255783497157657	0.180424147777248	1.41767884348523	0.156284549584152	0.439659979475053
SPU_020069	1348.9617343218	-0.100417630730233	0.124241910554872	-0.808242808580141	0.418950818609592	0.717963507691184
SPU_022054	0	NA	NA	NA	NA	NA
SPU_022053	3.84549918173882	-1.04300708917371	1.22276241930676	-0.85299243148562	0.393663501347104	0.697849144780321
SPU_022868	0.141484059142918	-0.619228028348939	4.0804728567969	-0.151753987854001	0.879380974083601	NA
SPU_022869	9.54535821558804	-1.05136672649297	0.719668167833226	-1.460904863499	0.144041551742169	0.421130157348695
SPU_020068	1046.36638865791	-0.0848954392233897	0.109364783384409	-0.776259382556346	0.437595850232866	0.731325112004606
SPU_002233	0	NA	NA	NA	NA	NA
SPU_002234	82.7441299144053	-0.250729305007322	0.251911716882681	-0.995306245021108	0.319587341367523	0.637475601671823
SPU_014966	62.4428947617712	0.970046171781455	0.292887895986735	3.31200498577582	0.000926298950780706	0.0120773057848626
SPU_014969	904.101173908433	0.109764133860818	0.11448249292006	0.95878532220174	0.33766690494538	0.652521603253727
SPU_014967	520.726818322676	-0.122982844461857	0.13309322766767	-0.9240353293478	0.355467921912261	0.667597746743725
SPU_020062	154.796443431079	0.101554183287404	0.20036517798286	0.506845472400858	0.61226324761928	0.843628349835286
SPU_020067	6.18723963479846	1.32626205225067	0.842982985078333	1.57329634847544	0.115650214469012	0.371390841164214
SPU_011018	0	NA	NA	NA	NA	NA
SPU_011668	0	NA	NA	NA	NA	NA
SPU_011667	4.47138915802626	-0.508780607227664	0.984164794159729	-0.516966884252405	0.605179276132553	0.838999763862321
SPU_014968	30.5915856937721	0.398288528487993	0.373777168338173	1.06557746760937	0.286614689378839	0.602101951999355
SPU_028286	18.9645049255551	0.149624090708452	0.499013576528883	0.299839719290267	0.764299416780455	0.917763254595042
SPU_020066	58.3197592235983	-0.501722033843381	0.299751395818961	-1.67379381995072	0.0941711273499959	0.324807168361223
SPU_016849	211.572120344653	0.125936715020455	0.17703714476533	0.711357580847729	0.476862678228248	0.759171935738385
SPU_020063	51.8658363619349	0.460848391147744	0.30081063408786	1.53202160736492	0.12551710281985	0.389620518790731
SPU_020065	100.236263618136	-0.053609247021337	0.228918123683372	-0.234185245618589	0.81484116886498	0.938223739493688
SPU_020064	0	NA	NA	NA	NA	NA
SPU_016848	86.0001045299221	-0.0288172514749118	0.245007908412365	-0.117617637984201	0.906370628864001	0.97110492164179
SPU_016850	35.7137857255584	0.659367565638791	0.384673405720376	1.71409709076196	0.0865108960235188	0.309022254601159
SPU_016847	585.770625461255	0.347300114784174	0.13424672843265	2.58702851711139	0.00968075798810592	0.0693475936404543
SPU_016845	0	NA	NA	NA	NA	NA
SPU_016846	0	NA	NA	NA	NA	NA
SPU_020974	34.9417710864197	-0.789599650861336	0.358868696744305	-2.20024665852628	0.0277893995529693	0.144395084761805
SPU_012575	0	NA	NA	NA	NA	NA
SPU_011194	96.0501093717057	0.494989101930864	0.226330220917924	2.18702168858999	0.0287409407348869	0.147733594127719
SPU_011202	39.5125261089568	-0.431609806361194	0.344958686017335	-1.25119274816435	0.210864163359643	0.514799176387105
SPU_012179	2.27825009586283	0.698155446547223	1.34189958402984	0.520273986858689	0.602872623961656	NA
SPU_011201	5.23056838576543	0.0530233853509015	0.941174609598222	0.0563374583314956	0.955072978772968	0.986192377936507
SPU_011195	39.4600209371752	-0.264255555084908	0.338766019345492	-0.78005331111857	0.435359496363215	0.729494730936158
SPU_011200	45.8282314737731	-0.0870636346040296	0.316530581617464	-0.275055996672222	0.783273217636617	0.926196378201894
SPU_011196	188.874377827117	-0.248232464930794	0.190663954866768	-1.30193703945905	0.192937909329328	0.491261626295346
SPU_010715	22.3892349991278	0.313902008830953	0.45820637115354	0.685066879451504	0.493301719082631	0.770429367952966
SPU_011197	272.44803287252	0.277554940504033	0.183579595835769	1.51190517246991	0.130557988010294	0.397310331536907
SPU_011198	16.9219642368816	0.191746848286857	0.534265154849954	0.358898285890848	0.719671181981371	0.897646093828554
SPU_011199	166.336115599874	-0.0682547103677337	0.185114591321039	-0.368715993054062	0.71233942668935	0.893712196003221
SPU_021406	14.0516029884413	1.05026054787613	0.580740862235155	1.8084839834309	0.0705312073835836	0.271394365646379
SPU_019319	25.3144838105284	-0.42639559734378	0.417035698737726	-1.0224438786281	0.306570861884626	0.624670683605707
SPU_019318	3.99570816261604	1.52701678362866	1.12684638077631	1.35512418522981	0.175377994348947	0.466207719706786
SPU_019317	1018.54536679043	0.470196470454057	0.124718008671593	3.77007679534216	0.0001631973223929	0.00307471052829468
SPU_025578	392.145316193143	0.351706778689681	0.139520212759542	2.52083029213719	0.0117078302664876	0.0791869629005522
SPU_025577	248.302274380288	0.170999366806497	0.157066815898991	1.08870461165053	0.276284167498726	0.590572141272787
SPU_025941	73.5214631338963	0.32772124397307	0.25404626409604	1.29000615356099	0.197048521563947	0.496410183621962
SPU_021232	12.9378639395856	-0.22847118346556	0.576032087626202	-0.396629264885361	0.691640868705747	0.88375567876728
SPU_021228	107.249118364256	-0.693680243006342	0.242261609568932	-2.86335191217726	0.00419184709342477	0.0377681211437691
SPU_021229	22.4342814912033	0.166553761739563	0.433438083926984	0.384261946321312	0.700784309362764	0.888617823465228
SPU_021231	57.9540334815679	0.20424027079378	0.288922164362766	0.706904128467414	0.479626058214582	0.76095894226524
SPU_024470	0	NA	NA	NA	NA	NA
SPU_004774	487.161321744361	0.616368996020524	0.128483809525746	4.79725031734066	1.60858530360892e-06	7.78630886256028e-05
SPU_021230	21.2951681275334	0.241065905107359	0.4547930712578	0.530056239512739	0.596072938523436	0.834763272948027
SPU_004776	28.6646439318375	-0.282057799121277	0.395854775090885	-0.712528474758245	0.476137585212709	0.758781838273082
SPU_004775	66.3594658973681	-0.493789259108171	0.283928815770157	-1.73913048511391	0.0820118134763357	0.299104473914733
SPU_006670	119.404058919803	-0.274276882288802	0.219792278774314	-1.24789134458374	0.212070850790561	0.516038591259822
SPU_006668	292.62193279324	0.184493448244459	0.153732000489476	1.2000978823995	0.230101327881955	0.538617237071157
SPU_006669	0	NA	NA	NA	NA	NA
SPU_008965	2.81557276540507	-0.97070961108973	1.35903408099718	-0.714264362213404	0.475063724663824	0.758130876434763
SPU_008352	20.9423781579051	0.0606589743907067	0.485401606189179	0.124966571221163	0.900550015136047	0.968579697780322
SPU_008351	1.57280136274125	3.13788911945926	1.9034270487662	1.64854708852291	0.0992404562085042	NA
SPU_008966	273.251929743667	-0.326166584962274	0.149933838473884	-2.17540341981632	0.0295998984635593	0.151035560607295
SPU_008347	244.587093625403	0.320943415019134	0.186381177705767	1.72197331817377	0.0850743520013396	0.306132261597988
SPU_008350	211.008988529913	0.568610487651674	0.187675670556483	3.0297506648873	0.00244755705738143	0.025045640895804
SPU_008348	269.805819790424	0.451324171727814	0.198654121249622	2.27190943177411	0.023091981120419	0.127259880496863
SPU_008349	162.885580408388	0.251996478834749	0.185012912109524	1.36204806443764	0.173182716987341	0.463828755959114
SPU_019581	36.5254564415225	-1.54226879503333	0.465773238467543	-3.31120096145412	0.000928964689755341	0.0120879691679615
SPU_019579	43.5877031314384	-0.474066679220027	0.318319654441081	-1.48927869393554	0.136413995822082	0.408163180849835
SPU_019580	1920.50813592546	0.480515091256279	0.121449563091125	3.95649913450693	7.60561637346949e-05	0.00173006775396013
SPU_006106	51.5893241986658	0.494000644945323	0.34854208949875	1.41733426128179	0.156385222712744	0.439743006805939
SPU_006105	18.8261555951353	-0.415437242476515	0.495611596309251	-0.838231481204672	0.401900709494138	0.704171368803689
ENSRNA022743647	0	NA	NA	NA	NA	NA
SPU_008926	266.91821505221	-0.243429243805824	0.174996511738945	-1.39105197804722	0.164209665516893	0.45040886309555
SPU_006104	2503.13850718799	-0.0694997318408223	0.101054402617951	-0.687745709640926	0.491612929766241	0.769194482748756
SPU_006107	23.1968359438229	-1.25237493778633	0.463886397484749	-2.69974490430603	0.00693926610859163	0.0543962174998648
SPU_006108	142.192531259705	-0.491854166158973	0.236139067511495	-2.08290043380912	0.0372603000762537	0.177895622743669
SPU_022041	105.489818350775	-0.427455843075375	0.257884614608179	-1.65754689834769	0.0974089553723893	0.33281692289877
SPU_022042	371.587601015615	0.00104984314741026	0.136638432761009	0.00768336643063315	0.993869620866989	0.998569847533117
SPU_030189	0	NA	NA	NA	NA	NA
SPU_006589	5.08634964414218	-0.297812111492917	0.972959587179586	-0.306088881200312	0.759536973426048	0.915366034456627
SPU_006590	91.3307385369019	0.579905200617818	0.243073497677983	2.38571957106595	0.0170457434739336	0.103024811989965
SPU_006588	292.856122105835	-0.273874559849753	0.153577138536485	-1.78330292164344	0.0745370060772449	0.27936316306125
SPU_009273	0.922477966703476	-0.75300042686438	2.0765441653691	-0.362621917425261	0.716887335409246	NA
SPU_009277	27.396648884715	-0.417512489547102	0.446577486905714	-0.934916115991426	0.349831530967959	0.663617189904589
SPU_009274	22.7434541270515	-0.117218287852843	0.437135006557292	-0.268151225810099	0.788582916638766	0.928460478316149
SPU_009276	244.395773309342	0.391777721335627	0.162775704303624	2.40685625051787	0.0160905019466609	0.0988081535571865
SPU_009275	254.170612585928	1.0568945265971	0.194417057742295	5.43622323509312	5.44217651290884e-08	4.75908067796306e-06
SPU_018887	0.235094727456912	1.30432532329355	4.0804728567969	0.319650532932946	0.7492332627339	NA
SPU_014987	0	NA	NA	NA	NA	NA
SPU_017817	28.8929917419706	-0.293875016712649	0.397635885056312	-0.739055572590062	0.459873252850358	0.748266849042824
SPU_017818	397.153860627054	0.487491587002283	0.144719354332168	3.36853069343693	0.00075569982340627	0.0103394236355194
SPU_017816	847.923357257384	0.303063373815413	0.122304289509465	2.47794558172026	0.0132141297578831	0.0864725561529807
SPU_021511	1058.96958476096	-0.262410790167131	0.138100771519796	-1.900139928831	0.0574147589843833	0.237619760235474
SPU_017820	214.666924072716	0.580969932441274	0.184658873396163	3.14617934007902	0.00165418539793822	0.0185522946717342
SPU_017815	154.032927946259	0.284558045635818	0.209072614424158	1.36104887012375	0.173498246063475	0.463938263921933
SPU_017814	7.27102831734505	0.249311750116258	0.773309248319615	0.322395924603265	0.74715277124457	0.910083129178915
SPU_021512	622.074434237516	0.214542436735698	0.124304196246054	1.72594685629938	0.0843569739672731	0.304615103307222
SPU_020806	10.1886006047986	-0.575943250696561	0.646744401541636	-0.890526843871694	0.373183061052022	0.681019009735769
SPU_021510	2473.18995336	0.0317884446279042	0.0974262058796074	0.326282280428595	0.744210793462263	0.909067925149694
SPU_001446	279.71963323784	-0.307549701679836	0.189660868975928	-1.62157699340116	0.10489395205365	0.34856228304761
SPU_001445	387.330339609161	0.288569125080357	0.135955455052366	2.12252700687301	0.0337935072560841	0.166268001863201
SPU_012451	85.2558033548616	-0.0724728460545908	0.258745280379255	-0.28009340285691	0.779405845978323	0.924344880545958
SPU_006094	0	NA	NA	NA	NA	NA
SPU_006095	0.782412976844287	-0.369138294836736	2.47111677472425	-0.14938116183438	0.88125287562059	NA
SPU_002268	742.107503046529	0.295564425556752	0.12806831740326	2.30786529837885	0.0210066296774925	0.11876633574372
SPU_002269	2.29223300448886	0.218785697102245	1.45109362393155	0.150772971153628	0.880154808386171	NA
SPU_002270	147.47602585488	-0.304913590425142	0.212276084846233	-1.43640104652398	0.150888255540768	0.431285440868068
SPU_013033	0.448814430664005	-0.57182951669747	3.23268085309071	-0.176890185788292	0.859594647665491	NA
SPU_013034	12.4824051306739	-0.0875725213112028	0.58781880100328	-0.148978768902484	0.881570385953844	0.964043731799582
SPU_026983	608.256183321517	0.640659893155164	0.147623020264004	4.33983732353822	1.42588232322679e-05	0.000454199869249166
SPU_026982	1145.50724561111	-0.486252538361483	0.137866773912475	-3.52697408202343	0.000420337907564708	0.00648846333750384
SPU_003564	0.684730594384326	-1.16248813851446	2.77772150169234	-0.418504208505499	0.675578510197717	NA
SPU_030232	1.89607209270017	0.676154147580673	1.58076460080282	0.427738669778712	0.668841392913241	NA
SPU_005317	0	NA	NA	NA	NA	NA
SPU_020747	23.8230611438845	0.101728795212262	0.483227586345495	0.210519428291763	0.833262289819655	0.943593189817398
SPU_020748	174.05452707883	-0.199313233017307	0.205915132563784	-0.967938735418431	0.333074967502651	0.649610865683594
SPU_026255	67.1361878590578	-0.132497790107262	0.266743690281182	-0.496723240079614	0.619384231544931	0.846850047222998
SPU_015907	0.999411410306574	-0.561185726108812	2.02035211829282	-0.277766296789398	0.781191764700669	NA
SPU_005316	18.8172960238023	-0.135652972843127	0.524938123114416	-0.258417072165209	0.79608504226372	0.931702713794304
SPU_002289	41.1219398163031	-0.0489975863356101	0.369690539297352	-0.132536760147384	0.894559749080406	0.966898506774817
SPU_008752	137.580026917701	-0.295754259074796	0.199051605909713	-1.48581699566366	0.137327533422031	0.409853404727672
SPU_008751	0.864274411906218	-3.07652204135001	2.47540971530515	-1.24283346806319	0.213929206757837	NA
SPU_014095	22.3689031285449	0.250324957451602	0.470937203189387	0.531546362776809	0.595040222327827	0.834262321843424
SPU_028242	11.7532411426036	-0.708474635614327	0.6131647567413	-1.15543926461064	0.247910590625992	0.561055113810979
SPU_028241	362.173780407127	0.651231321388481	0.16411964162327	3.9680279273541	7.24698429749882e-05	0.00166316966470438
SPU_020008	0.331469942254689	0.342556787970755	3.62331827199791	0.094542284794062	0.924678394439564	NA
SPU_014458	0.149878622309138	-0.619228028348938	4.0804728567969	-0.151753987854001	0.879380974083601	NA
SPU_009319	68.7988679204868	0.274850638947221	0.268136123393485	1.02504144338614	0.305343633209733	0.623707097408025
SPU_012165	133.275158426782	0.0958168291425125	0.198127082554757	0.483612981663075	0.628660559991342	0.852150457409009
SPU_025107	141.993650897025	0.265835928118607	0.216873203323231	1.22576659561947	0.220286521112436	0.527702780062469
SPU_025106	0.235094727456912	1.30432532329355	4.0804728567969	0.319650532932946	0.7492332627339	NA
SPU_025907	0	NA	NA	NA	NA	NA
SPU_015890	8.0782077073826	-0.692477180398822	0.79126160232828	-0.87515579975221	0.381489139280708	0.688716248234983
SPU_020353	0	NA	NA	NA	NA	NA
SPU_027235	694.41304072949	0.115030178986661	0.135859440489497	0.846685210628066	0.397170604278365	0.700718103608357
SPU_027234	139.469652381988	-0.0383782006126208	0.209750564613369	-0.182970666531282	0.854821034763444	0.952336251011049
ENSRNA022743171	0	NA	NA	NA	NA	NA
SPU_020641	10.409693655292	-0.843561656874778	0.897215315779634	-0.940199796011916	0.347115086417394	0.661741486113297
SPU_025132	14.8899692051312	0.279131336958715	0.543852619425677	0.513248124562652	0.607777766242608	0.840739591730466
SPU_009208	21.3294511892853	-0.517371616533796	0.453825503242447	-1.14002323103777	0.254276622841478	0.56788752088401
SPU_025131	187.474511694887	0.0388877561851103	0.193059272600299	0.20142910341127	0.840363060319275	0.946579417000753
SPU_025749	110.075426443408	0.0483880797531584	0.222449052627518	0.21752432380183	0.827799753124928	0.942359734191747
SPU_003201	22.3662677134016	-0.371483338298566	0.503069649253083	-0.738433214665434	0.460251237040312	0.748380800271283
SPU_013493	0.867031448971741	-0.157825589507339	2.38622757579695	-0.0661402085484778	0.947266199125108	NA
